RB_ID,KO_Name,GESCHLECHT,FUNKTION,POSITION,ANREDE_TITEL,PRAEFIX,ADEL,PARTEI,ORTSZUSATZ
56194,Vogel,,,,Dr.,,,SPD,
56195,Ströbele,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
56196,Ehmke,,,,Dr.,,,SPD,Bonn
56197,Ehmke,,,,Dr.,,,SPD,Bonn
56198,Rusche,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
56198,Zurufe der   Hönes,,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
56199,Wieczorek,,,,,,,SPD,Duisburg
56200,Rusche,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
56201,Wieczorek,,,,,,,SPD,Duisburg
56202,Waigel,,,,Dr.,,,CDU/CSU,
56203,Ströbele,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
56205,Waigel,,,,Dr.,,,CDU/CSU,
56207,Hornung,,,,,,,CDU/CSU,
56209,Vogel,,,,Dr.,,,SPD,
56210,Waigel,,,,Dr.,,,CDU/CSU,
56211,Waigel,,,,Dr.,,,CDU/CSU,
56217,Vogel,,,,,,,BÜNDNIS 90/DIE GRÜNEN,München
56218,Ehmke,,,,Dr.,,,SPD,Bonn
56221,Senfft,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
56224,Jobst,,,,Dr.,,,CDU/CSU,
56226,Bueb,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
56232,Pfeffermann,,,,,,,CDU/CSU,
56234,Bohl,,,,,,,CDU/CSU,
56236,Ehmke,,,,Dr.,,,SPD,Bonn
56242,Diederich,,,,Dr.,,,SPD,Berlin
56245,Kittelmann,,,,,,,CDU/CSU,
56249,Bohl,,,,,,,CDU/CSU,
56250,Vogel,,,,Dr.,,,SPD,
56253,Ehmke,,,,Dr.,,,SPD,Bonn
56254,Ströbele,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
56256,Hornung,,,,,,,CDU/CSU,
56257,Kittelmann,,,,,,,CDU/CSU,
56258,Seiters,,,,,,,CDU/CSU,
56260,Ehmke,,,,Dr.,,,SPD,Bonn
56263,Vogel,,,,Dr.,,,SPD,
56265,Voigt,,,,,,,SPD,Frankfurt
56267,Riedl,,,,Dr.,,,CDU/CSU,München
56269,Schierholz,,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
56271,Schierholz,,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
56273,Genscher,,,,,,,FDP,
56275,Bohl,,,,,,,CDU/CSU,
56279,Friedmann,,,,Dr.,,,CDU/CSU,
56280,Rose,,,,Dr.,,,CDU/CSU,
56283,Bohl,,,,,,,CDU/CSU,
56284,Stobbe,,,,,,,SPD,
56286,Voigt,,,,,,,SPD,Frankfurt
56287,Hammerstein,,,,,von,,CDU/CSU,Hamm
56288,Berger,,,,,,,CDU/CSU,Berg
56290,Voigt,,,,,,,SPD,Frankfurt
56291,Traupe,weiblich,,,,,,SPD,
56293,Klejdzinski,,,,Dr.,,,SPD,
56294,Walther,,,,,,,SPD,
56298,Hammerstein,,,,,von,,CDU/CSU,Hamm
56300,Hammerstein,,,,,von,,CDU/CSU,Hamm
56300,Kühbacher,,,,,,,SPD,
56302,Friedmann,,,,Dr.,,,CDU/CSU,
56303,Voigt,,,,,,,SPD,Frankfurt
56305,Voigt,,,,,,,SPD,Frankfurt
56306,Klejdzinski,,,,Dr.,,,SPD,
56307,Klejdzinski,,,,Dr.,,,SPD,
56308,Widerspruch  SPD,,,,,von der,,SPD,
56308,Voigt,,,,,,,SPD,Frankfurt
56310,Schierholz,,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
56311,Voigt,,,,,,,SPD,Frankfurt
56312,Voigt,,,,,,,SPD,Frankfurt
56314,Rose,,,,Dr.,,,CDU/CSU,
56316,Rossmanith,,,,,,,CDU/CSU,
56318,Wieczorek,,,,,,,SPD,Duisburg
56319,Hürland,weiblich,,,,,,CDU/CSU,
56321,Eid,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
56323,Mann,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
56324,Rumpf,,,,Dr.,,,FDP,
56325,Tatge,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
56326,Eid,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
56328,Sauer,,,,,,,CDU/CSU,Salzgitter
56332,Lintner,,,,,,,CDU/CSU,
56335,Schierholz,,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
56340,Schulze,,,,,,,CDU/CSU,
56342,Sauer,,,,,,,CDU/CSU,Salzgitter
56346,Sauer,,,,,,,CDU/CSU,Salzgitter
56357,Sauer,,,,,,,CDU/CSU,Salzgitter
56358,Schulze,,,,,,,CDU/CSU,Berlin
56360,Böhm,,,,,,,CDU/CSU,Melsungen
56369,Mann,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
56373,Ströbele,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
56374,Eid,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
56376,Diederich,,,,Dr.,,,SPD,Berlin
56377,Mann,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
56378,Jäger,,,,,,,CDU/CSU,Wangen
56381,Seiters,,,,,,,CDU/CSU,
56382,Kolb,,,,,,,CDU/CSU,
56384,Wieczorek,,,,,,,SPD,Duisburg
56386,Lutz,,,,,,,SPD,
56387,Fuchs,weiblich,,,,,,SPD,Köln
56389,Bueb,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
56390,Riedl,,,,Dr.,,,CDU/CSU,München
56391,Jagoda,,,,,,,CDU/CSU,
56393,Lutz,,,,,,,SPD,
56395,Lohmann,,,,,,,CDU/CSU,Lüdenscheid
56398,Rumpf,,,,Dr.,,,FDP,
56400,Kolb,,,,,,,CDU/CSU,
56402,Kolb,,,,,,,CDU/CSU,
56406,Jäger,,,,,,,CDU/CSU,Wangen
56407,Hornung,,,,,,,CDU/CSU,
56415,Kolb,,,,,,,CDU/CSU,
56422,Bueb,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
56424,Steinhauer,weiblich,,,,,,SPD,
56427,Lutz,,,,,,,SPD,
56429,Bötsch,,,,Dr.,,,CDU/CSU,
56431,Hoffacker,,,,Dr.,,,CDU/CSU,Hof
56432,Glos,,,,,,,CDU/CSU,
56434,Cronenberg,,,,,,,FDP,Arnsberg
56435,Dolata,,,,,,,CDU/CSU,
56437,Wagner,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
56439,Fuchs,weiblich,,,,,,SPD,Köln
56440,Fuchs,weiblich,,,,,,SPD,Köln
56443,Wagner,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
56446,Jagoda,,,,,,,CDU/CSU,
56448,Vogel,,,,,,,BÜNDNIS 90/DIE GRÜNEN,München
56449,Rossmanith,,,,,,,CDU/CSU,
56455,Rossmanith,,,,,,,CDU/CSU,
56456,Sielaff,,,,,,,SPD,
56457,Matthäus-Maier,weiblich,,,,,,SPD,
56458,Wagner,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
56460,Schlottmann,,,,,,,CDU/CSU,
56462,Schlottmann,,,,,,,CDU/CSU,
56464,Schlottmann,,,,,,,CDU/CSU,
56467,Schlottmann,,,,,,,CDU/CSU,
56473,Bötsch,,,,Dr.,,,CDU/CSU,
56476,Fuchs,weiblich,,,,,,SPD,Köln
56478,Glombig,,,,,,,SPD,
56483,Däubler-Gmelin,weiblich,,,Dr.,,,SPD,
56486,Stark,,,,Dr.,,,CDU/CSU,Nürtingen
56492,Wagner,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
56494,Däubler-Gmelin,weiblich,,,Dr.,,,SPD,
56495,Rusche,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
56497,Matthäus-Maier,weiblich,,,,,,SPD,
56500,Gerster,,,,,,,CDU/CSU,Mainz
56502,Kühbacher,,,,,,,SPD,
56504,Hornung,,,,,,,CDU/CSU,
56506,Hornung,,,,,,,CDU/CSU,
56509,Rumpf,,,,Dr.,,,FDP,
56510,Fuchs,weiblich,,,,,,SPD,Köln
56512,Tatge,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
56514,Penner,,,,Dr.,,,SPD,
56516,Weng,,,,Dr.,,,FDP,Gerlingen
56518,Hürland,weiblich,,,,,,CDU/CSU,
56520,Hürland,weiblich,,,,,,CDU/CSU,
56522,Hönes,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
56524,Senfft,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
56525,Hauff,,,,Dr.,,,SPD,
56531,Senfft,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
56532,Schmitz,,,,,,,CDU/CSU,Baesweiler
56534,Eigen,,,,,,,CDU/CSU,
56534,Hornung,,,,,,,CDU/CSU,
56536,Kühbacher,,,,,,,SPD,
56538,Lambinus,,,,,,,SPD,
56539,Hammerstein,,,,,von,,CDU/CSU,Hamm
56541,Werner,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Dierstorf
56542,Hammerstein,,,,,von,,CDU/CSU,Hamm
56544,Hammerstein,,,,,von,,CDU/CSU,Hamm
56547,Hammerstein,,,,,von,,CDU/CSU,Hamm
56548,Hornung,,,,,,,CDU/CSU,
56550,Hammerstein,,,,,von,,CDU/CSU,Hamm
56554,Kühbacher,,,,,,,SPD,
56557,Hornung,,,,,,,CDU/CSU,
56562,Marschewski,,,,,,,CDU/CSU,
56563,Müller,,,,,,,SPD,Schweinfurt
56565,Stark,,,,Dr.,,,CDU/CSU,Nürtingen
56567,Mann,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
56569,Helmrich,,,,,,,CDU/CSU,
56570,Mann,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
56571,Emmerlich,,,,Dr.,,,SPD,
56572,Mann,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
56573,Mann,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
56575,Mann,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
56577,Möller,,,,Dr.,,,CDU/CSU,
56579,Kansy,,,,Dr.-Ing.,,,CDU/CSU,
56580,Kansy,,,,Dr.-Ing.,,,CDU/CSU,
56582,Möller,,,,Dr.,,,CDU/CSU,
56584,Werner,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Westerland
56586,Möller,,,,Dr.,,,CDU/CSU,
56588,Vogel,,,,Dr.,,,SPD,
56591,Pfeffermann,,,,,,,CDU/CSU,
56593,Toetemeyer,,,,,,,SPD,
56595,Pfeffermann,,,,,,,CDU/CSU,
56597,Pfeffermann,,,,,,,CDU/CSU,
56599,Struck,,,,Dr.,,,SPD,
56602,Senfft,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
56603,Senfft,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
56605,Pfeffermann,,,,,,,CDU/CSU,
56608,Dann,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
56610,Waltemathe,,,,,,,SPD,
56614,Gerster,,,,,,,CDU/CSU,Mainz
56615,Bohl,,,,,,,CDU/CSU,
56616,Pfeffermann,,,,,,,CDU/CSU,
56618,Diederich,,,,Dr.,,,SPD,Berlin
56620,Weng,,,,Dr.,,,FDP,Gerlingen
56622,Müller,,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,Bremen
56628,Diederich,,,,Dr.,,,SPD,Berlin
56629,Waltemathe,,,,,,,SPD,
56632,Walther,,,,,,,SPD,
56636,Vogel,,,,Dr.,,,SPD,
56640,Müller,,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,Bremen
56641,Vogel,,,,Dr.,,,SPD,
56642,Walther,,,,,,,SPD,
56643,Gerster,,,,,,,CDU/CSU,Mainz
56645,Kühbacher,,,,,,,SPD,
56646,Vogel,,,,Dr.,,,SPD,
56648,Schierholz,,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
56650,Vogel,,,,Dr.,,,SPD,
56654,Diederich,,,,Dr.,,,SPD,Berlin
56657,Dregger,,,,Dr.,,,CDU/CSU,
56658,Dregger,,,,Dr.,,,CDU/CSU,
56659,Kansy,,,,Dr.-Ing.,,,CDU/CSU,
56661,Senfft,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
56663,G. Müller,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Bremen
56664,Mann,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
56665,Amling,,,,,,,SPD,
56667,Traupe,weiblich,,,,,,SPD,
56669,Tatge,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
56670,Müller,,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,Bremen
56672,Walther,,,,,,,SPD,
56673,Apel,,,,Dr.,,,SPD,
56675,Apel,,,,Dr.,,,SPD,
56677,Rose,,,,Dr.,,,CDU/CSU,
56678,Rose,,,,Dr.,,,CDU/CSU,
56681,Müller,,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,Bremen
56682,Riedl,,,,Dr.,,,CDU/CSU,München
56683,Wieczorek,,,,,,,SPD,Duisburg
56684,Vogel,,,,Dr.,,,SPD,
56687,Waltemathe,,,,,,,SPD,
56690,Vogel,,,,Dr.,,,SPD,
56697,Apel,,,,Dr.,,,SPD,
56702,Apel,,,,Dr.,,,SPD,
56706,Dregger,,,,Dr.,,,CDU/CSU,
56708,Vogel,,,,Dr.,,,SPD,
56709,Walther,,,,,,,SPD,
56712,Vogel,,,,Dr.,,,SPD,
56714,Müller,,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,Bremen
56716,Walther,,,,,,,SPD,
56717,Walther,,,,,,,SPD,
56760,Stahl,,,,,,,SPD,Kempen
56762,Wolfram,,,,,,,SPD,Recklinghausen
56769,Rusche,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
56771,Rusche,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
56790,Eigen,,,,,,,CDU/CSU,
56792,Eigen,,,,,,,CDU/CSU,
5681,Kühbacher,,,,,,,SPD,
56818,Stahl,,,,,,,SPD,Kempen
56840,Eigen,,,,,,,CDU/CSU,
56849,Stahl,,,,,,,SPD,Kempen
56851,Wolfram,,,,,,,SPD,Recklinghausen
56852,Stahl,,,,,,,SPD,Kempen
56854,Stahl,,,,,,,SPD,Kempen
56857,Eigen,,,,,,,CDU/CSU,
56860,Reuschenbach,,,,,,,SPD,
56863,Stahl,,,,,,,SPD,Kempen
56866,Roth,,,,,,,SPD,
56872,Müller,,,,,,,CDU/CSU,Wadern
56873,Müller,,,,,,,CDU/CSU,Wadern
56878,Wolfram,,,,,,,SPD,Recklinghausen
5688,Krizsan,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
56881,Wolfram,,,,,,,SPD,Recklinghausen
56883,Müller,,,,,,,CDU/CSU,Wadern
56886,Wolfram,,,,,,,SPD,Recklinghausen
56887,Timm,weiblich,,,Dr.,,,SPD,
56889,Wolfram,,,,,,,SPD,Recklinghausen
56890,Wolfram,,,,,,,SPD,Recklinghausen
56900,Müller,,,,,,,CDU/CSU,Wadern
56910,Stahl,,,,,,,SPD,Kempen
56925,Wolfram,,,,,,,SPD,Recklinghausen
56931,Wolfram,,,,,,,SPD,Recklinghausen
56934,Wolfram,,,,,,,SPD,Recklinghausen
56937,Wolfram,,,,,,,SPD,Recklinghausen
56940,Timm,weiblich,,,Dr.,,,SPD,
56947,Wolfram,,,,,,,SPD,Recklinghausen
56951,Stahl,,,,,,,SPD,Kempen
56953,Wolfram,,,,,,,SPD,Recklinghausen
56954,Wolfram,,,,,,,SPD,Recklinghausen
56956,Stahl,,,,,,,SPD,Kempen
56957,Wolfram,,,,,,,SPD,Recklinghausen
56959,Wolfram,,,,,,,SPD,Recklinghausen
56960,Stahl,,,,,,,SPD,Kempen
56967,Wolfram,,,,,,,SPD,Recklinghausen
56968,Stahl,,,,,,,SPD,Kempen
56971,Stahl,,,,,,,SPD,Kempen
56973,Müller,,,,,,,CDU/CSU,Wadern
56977,Schierholz,,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
56978,Gansel,,,,,,,SPD,
56979,Vogel,,,,Dr.,,,SPD,
56981,Vogel,,,,Dr.,,,SPD,
56984,Schierholz,,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
56986,Gansel,,,,,,,SPD,
56987,Schierholz,,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
56988,Klein,,,,,,,CDU/CSU,München
56990,Vogel,,,,Dr.,,,SPD,
56993,Klein,,,,,,,CDU/CSU,München
56994,Seiters,,,,,,,CDU/CSU,
56995,Gansel,,,,,,,SPD,
56996,Jungmann,,,,,,,SPD,
56998,Klein,,,,,,,CDU/CSU,München
57000,Jahn,,,,,,,SPD,Marburg
57000,Waigl,,,,Dr.,,,CDU/CSU,
57002,Bohl,,,,,,,CDU/CSU,
57004,Duve,,,,,,,SPD,
57006,Bohl,,,,,,,CDU/CSU,
57008,Duve,,,,,,,SPD,
57010,Bohl,,,,,,,CDU/CSU,
57012,Vogel,,,,,,,BÜNDNIS 90/DIE GRÜNEN,München
57014,Daweke,,,,,,,CDU/CSU,
57015,Bohl,,,,,,,CDU/CSU,
57016,Glotz,,,,Dr.,,,SPD,
57019,Duve,,,,,,,SPD,
57020,Vogel,,,,,,,BÜNDNIS 90/DIE GRÜNEN,München
57023,Duve,,,,,,,SPD,
57025,Rusche,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57027,Timm,weiblich,,,Dr.,,,SPD,
57031,Duve,,,,,,,SPD,
57035,Timm,weiblich,,,Dr.,,,SPD,
57036,Vogel,,,,,,,BÜNDNIS 90/DIE GRÜNEN,München
57038,Rusche,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57039,Baum,,,,,,,FDP,
57041,Hauff,,,,Dr.,,,SPD,
57045,Schäfer,,,,,,,SPD,Offenburg
57047,Hönes,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57047,Vogel,,,,,,,BÜNDNIS 90/DIE GRÜNEN,München
57049,Lennartz,,,,,,,SPD,
57050,Rusche,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57052,Schmidbauer,,,,,,,CDU/CSU,
57054,Schäfer,,,,,,,SPD,Offenburg
57056,Vogel,,,,,,,BÜNDNIS 90/DIE GRÜNEN,München
57057,Schmidbauer,,,,,,,CDU/CSU,
57061,Rusche,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57062,Klejdzinski,,,,Dr.,,,SPD,
57063,Schäfer,,,,,,,SPD,Offenburg
57067,Hauff,,,,Dr.,,,SPD,
57069,Blunck,weiblich,,,,,,SPD,
57075,Schmidbauer,,,,,,,CDU/CSU,
57076,Blunck,weiblich,,,,,,SPD,
57086,Senfft,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57088,Schäfer,,,,,,,SPD,Offenburg
57111,Soell,,,,Dr.,,,SPD,
57113,Wolfram,,,,,,,SPD,Recklinghausen
57114,Müller,,,,,,,CDU/CSU,Wadern
57117,Brück,,,,,,,SPD,
57120,Wolfram,,,,,,,SPD,Recklinghausen
57127,Müller,,,,,,,CDU/CSU,Wadern
57151,Eigen,,,,,,,CDU/CSU,
5718,Kühbacher,,,,,,,SPD,
57184,Oostergetelo,,,,,,,SPD,
57187,Eigen,,,,,,,CDU/CSU,
57188,Eigen,,,,,,,CDU/CSU,
57224,Weinhofer,,,,,,,SPD,
57234,Fischer,,,,,,,SPD,Homburg
57246,Rusche,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57259,Walther,,,,Dr.,,,SPD,
57260,Klejdzinski,,,,Dr.,,,SPD,
57261,Zurufe der  Ganz,,,,,,,CDU/CSU,St. Wendel
57261,Klejdzinski,,,,Dr.,,,SPD,
57261,Rusche,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57263,Rusche,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57269,Hauser,,,,,,,CDU/CSU,Esslingen
57277,Ronneburger,,,,,,,FDP,
57279,Walther,,,,,,,SPD,
57281,Seiters,,,,,,,CDU/CSU,
57282,Walther,,,,,,,SPD,
57282,Penner,,,,Dr.,,,SPD,
57283,Klejdzinski,,,,Dr.,,,SPD,
57285,Walther,,,,,,,SPD,
57286,Walther,,,,,,,SPD,
57287,Brück,,,,,,,SPD,
57289,Schierholz,,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
57291,Schierholz,,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
57293,Timm,weiblich,,,Dr.,,,SPD,
57301,Seiler-Albring,weiblich,,,,,,FDP,
57303,Gansel,,,,,,,SPD,
57306,Tatge,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57307,Senfft,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57309,Mann,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57310,Schierholz,,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
57312,Emmerlich,,,,Dr.,,,SPD,
57314,Duve,,,,,,,SPD,
57316,Schierholz,,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
57318,Schierholz,,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
57324,Schierholz,,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
57326,Schierholz,,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
5733,Nickels,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57330,Schierholz,,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
57332,Schlottmann,,,,,,,CDU/CSU,
57334,Schierholz,,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
57336,Waltemathe,,,,,,,SPD,
57337,Schierholz,,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
57338,Schierholz,,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
57340,Schierholz,,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
57343,Schierholz,,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
57344,Bindig,,,,,,,SPD,
57348,Beckmann,,,,,,,FDP,
57350,Gansel,,,,,,,SPD,
57354,Bindig,,,,,,,SPD,
57356,Gattermann,,,,,,,FDP,
57360,Vogel,,,,Dr.,,,SPD,
57362,Vogel,,,,Dr.,,,SPD,
57364,Bindig,,,,,,,SPD,
57368,Bindig,,,,,,,SPD,
57372,Sauter,,,,,,,CDU/CSU,Epfendorf
57382,Kleinert,,,,,,,FDP,Hannover
5739,Duve,,,,,,,SPD,
57392,Dann,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57394,Ströbele,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57394,Heiterkeit,,,,,,,,
57395,Fellner,,,,,,,CDU/CSU,
57396,Ströbele,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57404,Fellner,,,,,,,CDU/CSU,
57410,Ströbele,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57411,Fellner,,,,,,,CDU/CSU,
57415,Hirsch,,,,Dr.,,,FDP,
57417,Hirsch,,,,Dr.,,,FDP,
57426,Broll,,,,,,,CDU/CSU,
57430,Ströbele,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57432,Schäfer,,,,,,,SPD,Offenburg
57435,Vogel,,,,,,,BÜNDNIS 90/DIE GRÜNEN,München
57436,Ströbele,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57438,Stiegler,,,,,,,SPD,
57440,Bötsch,,,,Dr.,,,CDU/CSU,
57442,Vogel,,,,,,,BÜNDNIS 90/DIE GRÜNEN,München
57444,Hönes,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57445,Schäfer,,,,,,,SPD,Offenburg
57446,Schäfer,,,,,,,SPD,Offenburg
57451,Fellner,,,,,,,CDU/CSU,
57453,Vogel,,,,,,,BÜNDNIS 90/DIE GRÜNEN,München
57455,Emmerlich,,,,Dr.,,,SPD,
57459,Emmerlich,,,,Dr.,,,SPD,
57460,Ströbele,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57462,Mann,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57464,Ströbele,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57470,Ströbele,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57474,Grünbeck,,,,,,,FDP,
57476,Bötsch,,,,Dr.,,,CDU/CSU,
57478,Broll,,,,,,,CDU/CSU,
57480,Kleinert,,,,,,,FDP,Hannover
57487,Hönes,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57489,Mann,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57493,With,,,,Dr.,de,,SPD,
57495,With,,,,Dr.,de,,SPD,
57498,Stark,,,,Dr.,,,CDU/CSU,Nürtingen
57502,Bohl,,,,,,,CDU/CSU,
57506,Göhner,,,,Dr.,,,CDU/CSU,
57508,Senfft,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57510,Baum,,,,,,,FDP,
57522,Schmidtbauer,,,,,,,CDU/CSU,
57528,Laufs,,,,Dr.,,,CDU/CSU,
57532,Hürland,weiblich,,,,,,CDU/CSU,
57534,Bachmaier,,,,,,,SPD,
57535,Ströbele,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57537,Lennartz,,,,,,,SPD,
57539,Vogel,,,,Dr.,,,SPD,
57540,Laufs,,,,Dr.,,,CDU/CSU,
57540,Vogel,,,,Dr.,,,SPD,
57540,Göhner,,,,Dr.,,,CDU/CSU,
57541,Göhner,,,,Dr.,,,CDU/CSU,
57543,Stahl,,,,,,,SPD,Kempen
57545,Stahl,,,,,,,SPD,Kempen
57549,Stahl,,,,,,,SPD,Kempen
57551,Baum,,,,,,,FDP,
57553,Timm,weiblich,,,Dr.,,,SPD,
57554,Kuhlwein,,,,,,,SPD,
57555,Stahl,,,,,,,SPD,Kempen
57557,Stahl,,,,,,,SPD,Kempen
57559,Roth,,,,,,,SPD,
57565,Ströbele,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57570,Ströbele,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57574,Bohl,,,,,,,CDU/CSU,
57576,Conradi,,,,,,,SPD,
57578,Feilcke,,,,,,,CDU/CSU,
57579,Conradi,,,,,,,SPD,
57580,Ströbele,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57584,Zustimmung des  Kleinert,,,,,,,FDP,Hannover
57584,Ströbele,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57587,Feilcke,,,,,,,CDU/CSU,
57588,Ströbele,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57590,Ströbele,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57592,Struck,,,,Dr.,,,SPD,
57595,Suhr,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57595,Ströble,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57598,Bohl,,,,,,,CDU/CSU,
57602,Kleinert,,,,,,,FDP,Hannover
57604,Ströbele,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57605,Ströbele,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57606,Schwenk,,,,Dr.,,,SPD,Stade
57610,Ströbele,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57621,Hamm-Brücher,weiblich,,,Dr.,,,FDP,Hamm
57624,Vahlberg,,,,,,,SPD,
57627,Conradi,,,,,,,SPD,
57629,Ströbele,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57631,Conradi,,,,,,,SPD,
57633,Conradi,,,,,,,SPD,
57634,Ströbele,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
57636,Conradi,,,,,,,SPD,
57638,Vogel,,,,,,,BÜNDNIS 90/DIE GRÜNEN,München
