RB_ID,KO_Name,GESCHLECHT,FUNKTION,POSITION,ANREDE_TITEL,PRAEFIX,ADEL,PARTEI,ORTSZUSATZ
1000,Borchert,,,,,,,CDU/CSU,
10039,Uldall,,,,,,,CDU/CSU,
10043,Uldall,,,,,,,CDU/CSU,
1005,Susset,,,,,,,CDU/CSU,
10063,Stiegler,,,,,,,SPD,
1007,Gallus,,,,,,,FDP,
10071,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
10073,Burgmann,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
10079,Burgmann,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
10081,Burgmann,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
10083,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
10085,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
10089,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
10094,Duve,,,,,,,SPD,
10096,Kolb,,,,,,,CDU/CSU,
10098,Kolb,,,,,,,CDU/CSU,
10099,Pohlmann,,,,,,,CDU/CSU,
10102,Kolb,,,,,,,CDU/CSU,
10105,Jagoda,,,,,,,CDU/CSU,
10108,Kolb,,,,,,,CDU/CSU,
1011,Hornung,,,,,,,CDU/CSU,
10110,Kansy,,,,Dr.-Ing.,,,CDU/CSU,
10112,Pohlmann,,,,,,,CDU/CSU,
10114,Kolb,,,,,,,CDU/CSU,
10125,Kolb,,,,,,,CDU/CSU,
10127,Jagoda,,,,,,,CDU/CSU,
1013,Niegel,,,,,,,CDU/CSU,
10130,Lutz,,,,,,,SPD,
10131,Kolb,,,,,,,CDU/CSU,
10133,Glombig,,,,,,,SPD,
10135,Kolb,,,,,,,CDU/CSU,
10137,Glombig,,,,,,,SPD,
10139,Kolb,,,,,,,CDU/CSU,
1014,Eigen,,,,,,,CDU/CSU,
10141,Kolb,,,,,,,CDU/CSU,
10142,Louven,,,,,,,CDU/CSU,
10146,George,,,,Dr.,,,CDU/CSU,
10148,Heyenn,,,,,,,SPD,
10150,Fuchs,weiblich,,,,,,SPD,Köln
1016,Eigen,,,,,,,CDU/CSU,
1016,Schorlemer,,,,,von,Freiherr,CDU/CSU,
10160,Bindig,,,,,,,SPD,
10164,With,,,,Dr.,de,,SPD,
10166,Hirsch,,,,Dr.,,,FDP,
1017,Eigen,,,,,,,CDU/CSU,
10170,Voigt,,,,,,,SPD,Frankfurt
1019,Niegel,,,,,,,CDU/CSU,
10193,Bindig,,,,,,,SPD,
10216,Heiterkeit,,,,,,,,
10216,Czaja,,,,Dr.,,,CDU/CSU,
10218,Czaja,,,,Dr.,,,CDU/CSU,
10232,With,,,,Dr.,de,,SPD,
10249,Bindig,,,,,,,SPD,
10250,Roth,,,,,,,SPD,
10266,Dreßler,,,,,,,SPD,
1027,Vollmer,weiblich,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
10274,Weinhofer,,,,,,,SPD,
10278,Steinhauer,weiblich,,,,,,SPD,
1029,Niegel,,,,,,,CDU/CSU,
10293,Dreßler,,,,,,,SPD,
10305,Dreßler,,,,,,,SPD,
10307,Dreßler,,,,,,,SPD,
10315,Kansy,,,,Dr.-Ing.,,,CDU/CSU,
10316,Steger,,,,Dr.,,,SPD,
10318,Steger,,,,Dr.,,,SPD,
10319,Stahl,,,,,,,SPD,Kempen
10321,Stahl,,,,,,,SPD,Kempen
10323,Stahl,,,,,,,SPD,Kempen
10324,Matthöfer,,,,,,,SPD,
10327,Stahl,,,,,,,SPD,Kempen
10329,Steger,,,,Dr.,,,SPD,
1033,Niegel,,,,,,,CDU/CSU,
10331,Probst,,,,Dr.,,,CDU/CSU,
10333,Stahl,,,,,,,SPD,Kempen
10335,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
10336,Matthöfer,,,,,,,SPD,
10337,Matthöfer,,,,,,,SPD,
10339,Catenhusen,,,,,,,SPD,
10343,Catenhusen,,,,,,,SPD,
10344,Lenzer,,,,,,,CDU/CSU,
10349,Catenhusen,,,,,,,SPD,
1035,Immer,,,,,,,SPD,Altenkirchen
10353,Stahl,,,,,,,SPD,Kempen
10355,Steger,,,,Dr.,,,SPD,
10362,Bindig,,,,,,,SPD,
10366,Schily,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
10370,Schily,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
10372,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
10373,Schily,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
10380,Schily,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
10387,Boroffka,,,,,,,CDU/CSU,
10391,Laufs,,,,Dr.,,,CDU/CSU,
10392,Schily,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
10394,Becker,,,,Dr.,,,CDU/CSU,Frankfurt
10395,Boroffka,,,,,,,CDU/CSU,
10397,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
10398,Stratmann,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
1040,Niegel,,,,,,,CDU/CSU,
10400,Duve,,,,,,,SPD,
10402,Laufs,,,,Dr.,,,CDU/CSU,
10404,Hauff,,,,Dr.,,,SPD,
10406,Duve,,,,,,,SPD,
1041,Immer,,,,,,,SPD,Altenkirchen
10410,Schily,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
10412,Laufs,,,,Dr.,,,CDU/CSU,
10414,Duve,,,,,,,SPD,
10416,Kunz,,,,Dr.,,,CDU/CSU,Weiden
10418,Laufs,,,,Dr.,,,CDU/CSU,
10420,Söhner,,,,Dr.,,,CDU/CSU,
10422,Kunz,,,,Dr.,,,CDU/CSU,Weiden
10423,Gottwald,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
10427,Kunz,,,,Dr.,,,CDU/CSU,Weiden
10428,Schwenninger,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
10429,Roth,,,,,,,SPD,
10430,Bindig,,,,,,,SPD,
10432,Luuk,weiblich,,,,,,SPD,
10434,Gottwald,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
10436,Schwenninger,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
10438,Klein,,,,,,,CDU/CSU,München
10443,Gottwald,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
10444,Gottwald,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
10446,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
10446,Schwenninger,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
10447,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
10448,Gottwald,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
10449,Gottwald,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
10451,Niegel,,,,,,,CDU/CSU,
10454,Marx,,,,Dr.,,,CDU/CSU,
10458,Gottwald,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
10462,Marx,,,,Dr.,,,CDU/CSU,
10463,Gottwald,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
10469,Gottwald,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
10471,Voigt,,,,,,,SPD,Frankfurt
10473,Gottwald,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
10475,Klein,,,,,,,CDU/CSU,München
10478,Waigel,,,,Dr.,,,CDU/CSU,
10480,Duve,,,,,,,SPD,
10482,Ehmke,,,,Dr.,,,SPD,Bonn
10484,Feilcke,,,,,,,CDU/CSU,
10485,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
10486,Ehmke,,,,Dr.,,,SPD,Bonn
10487,Feilcke,,,,,,,CDU/CSU,
10488,Kansy,,,,Dr.-Ing.,,,CDU/CSU,
10496,Horn,,,,,,,SPD,
10497,Ehmke,,,,Dr.,,,SPD,Bonn
10502,Ehmke,,,,Dr.,,,SPD,Bonn
10525,Hupka,,,,Dr.,,,CDU/CSU,
1058,Eigen,,,,,,,CDU/CSU,
10593,Drabiniok,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
1060,Möller,,,,Dr.,,,CDU/CSU,
1062,Erhard,,,,,,,CDU/CSU,Bad Schwalbach
10625,Lambinus,,,,,,,SPD,
10630,Lutz,,,,,,,SPD,
10644,Jannsen,,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
10662,Pfeffermann,,,,,,,CDU/CSU,
10663,Catenhusen,,,,,,,SPD,
10664,Catenhusen,,,,,,,SPD,
1067,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
10670,Weinhofer,,,,,,,SPD,
10684,Lambinus,,,,,,,SPD,
107,Biehle,,,,,,,CDU/CSU,
1070,Möller,,,,Dr.,,,CDU/CSU,
10700,Lambinus,,,,,,,SPD,
10706,Hirsch,,,,Dr.,,,FDP,
1071,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
10719,Schöfberger,,,,Dr.,,,SPD,
10738,Sperling,,,,Dr.,,,SPD,
1074,Schäuble,,,,Dr.,,,CDU/CSU,
1075,Reents,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
1076,Schily,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
10767,Waigel,,,,Dr.,,,CDU/CSU,
10768,Waigel,,,,Dr.,,,CDU/CSU,
10769,Horacek,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
1077,Möller,,,,Dr.,,,CDU/CSU,
10770,Dregger,,,,Dr.,,,CDU/CSU,
10779,Waigel,,,,Dr.,,,CDU/CSU,
1078,Schily,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
10780,Waigel,,,,Dr.,,,CDU/CSU,
10782,Klein,,,,,,,CDU/CSU,München
10784,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
10788,Gansel,,,,,,,SPD,
1080,Sehr richtig! bei der CDU/CSU,,,,,,,CDU/CSU,
1080,Möller,,,,Dr.,,,CDU/CSU,
10801,Klein,,,,,,,CDU/CSU,München
10803,Kunz,,,,Dr.,,,CDU/CSU,Weiden
10805,Gottwald,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
10807,Reents,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
10809,Klein,,,,,,,CDU/CSU,München
10811,Schwenninger,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
10813,Gansel,,,,,,,SPD,
1082,Laufs,,,,Dr.,,,CDU/CSU,
10822,Hürland,weiblich,,,,,,CDU/CSU,
10829,Gansel,,,,,,,SPD,
10833,Simonis,weiblich,,,,,,SPD,
1084,Möller,,,,Dr.,,,CDU/CSU,
10845,Czaja,,,,Dr.,,,CDU/CSU,
10848,Diederich,,,,Dr.,,,SPD,Berlin
10857,Diederich,,,,Dr.,,,SPD,Berlin
10865,Peter,,,,,,,SPD,Kassel
10881,Meininghaus,,,,,,,SPD,
10882,Meininghaus,,,,,,,SPD,
1089,Duve,,,,,,,SPD,
10899,Simonis,weiblich,,,,,,SPD,
1090,Möller,,,,Dr.,,,CDU/CSU,
1091,Duve,,,,,,,SPD,
1092,Hauff,,,,Dr.,,,SPD,
10921,Becker,,,,,,,SPD,Nienberge
10926,Wolfram,,,,,,,SPD,Recklinghausen
10937,Wolfram,,,,,,,SPD,Recklinghausen
10947,Klejdzinski,,,,Dr.,,,SPD,
10948,Klose,,,,,,,SPD,
10967,Klose,,,,,,,SPD,
1101,Ministerpräsident Späth,,,,,,,,Württemberg
1102,Schily,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
1104,Duve,,,,,,,SPD,
11044,Gansel,,,,,,,SPD,
1106,Conradi,,,,,,,SPD,
11082,Duve,,,,,,,SPD,
11084,Laufs,,,,Dr.,,,CDU/CSU,
11086,Duve,,,,,,,SPD,
11088,Schorlemer,,,,,von,Freiherr,CDU/CSU,
11090,Clemens,,,,,,,CDU/CSU,
11091,Hauff,,,,Dr.,,,SPD,
11093,Susset,,,,,,,CDU/CSU,
11097,Duve,,,,,,,SPD,
11099,Laufs,,,,Dr.,,,CDU/CSU,
11107,Laufs,,,,Dr.,,,CDU/CSU,
11108,Hauff,,,,Dr.,,,SPD,
1111,Hauff,,,,Dr.,,,SPD,
11110,Hauff,,,,Dr.,,,SPD,
11111,Schäfer,,,,,,,SPD,Offenburg
11114,Schäfer,,,,,,,SPD,Offenburg
11116,Schäfer,,,,,,,SPD,Offenburg
11117,Burgmann,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
11119,Schäfer,,,,,,,SPD,Offenburg
1112,Lenzer,,,,,,,CDU/CSU,
11121,Laufs,,,,Dr.,,,CDU/CSU,
11122,Schorlemer,,,,,von,Freiherr,CDU/CSU,
11128,Ehmke,,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,Ettlingen
11135,Hauff,,,,Dr.,,,SPD,
11136,Carstensen,,,,,,,CDU/CSU,Nordstrand
11138,Carstensen,,,,,,,CDU/CSU,Nordstrand
1114,Duve,,,,,,,SPD,
11140,Gerstein,,,,,,,CDU/CSU,
11145,Duve,,,,,,,SPD,
11147,Hoffie,,,,,,,FDP,Hof
11149,Jäger,,,,,,,CDU/CSU,Wangen
11151,Göhner,,,,Dr.,,,CDU/CSU,
11153,Hauff,,,,Dr.,,,SPD,
11155,Hauff,,,,Dr.,,,SPD,
11157,Schmude,,,,Dr.,,,SPD,
11158,Eigen,,,,,,,CDU/CSU,
11160,Eigen,,,,,,,CDU/CSU,
11162,Fellner,,,,,,,CDU/CSU,
11163,Eigen,,,,,,,CDU/CSU,
11165,Eigen,,,,,,,CDU/CSU,
11167,Gerstein,,,,,,,CDU/CSU,
11169,Eigen,,,,,,,CDU/CSU,
11169,Gerstein,,,,,,,CDU/CSU,
11176,Blunck,weiblich,,,,,,SPD,
11177,Eigen,,,,,,,CDU/CSU,
11179,Carstensen,,,,,,,CDU/CSU,Nordstrand
11183,Hauff,,,,Dr.,,,SPD,
11185,Duve,,,,,,,SPD,
11191,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
11197,Boroffka,,,,,,,CDU/CSU,
11198,Eigen,,,,,,,CDU/CSU,
11199,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
11202,Schulze,,,,,,,CDU/CSU,Berlin
11209,Diederich,,,,Dr.,,,SPD,Berlin
11211,Schulze,,,,,,,CDU/CSU,Berlin
11212,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
11213,Löffler,,,,,,,SPD,
11214,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
11215,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
11217,Klein,,,,,,,CDU/CSU,München
11218,Klein,,,,,,,CDU/CSU,München
11222,Marx,,,,Dr.,,,CDU/CSU,
11224,Huyn,,,,,,Graf,CDU/CSU,
11226,Burgmann,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
11227,Krizsan,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
11228,Schwenninger,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
11230,Huyn,,,,,,Graf,CDU/CSU,
11233,Schwenninger,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
11235,Huyn,,,,,,Graf,CDU/CSU,
11236,Schwenninger,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
11239,Schwenninger,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
1124,Beck-Oberdorf,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
11243,Nickels,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
11246,Bötsch,,,,Dr.,,,CDU/CSU,
11249,Berger,,,,,,,CDU/CSU,Berg
11251,Nickels,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
1128,Beck-Oberdorf,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
11304,Weiß,,,,,,,CDU/CSU,
11306,Weiß,,,,,,,CDU/CSU,
1131,Duve,,,,,,,SPD,
11316,Weiß,,,,,,,CDU/CSU,
1133,Eigen,,,,,,,CDU/CSU,
1135,Eigen,,,,,,,CDU/CSU,
11353,Jungmann,,,,,,,SPD,
11357,Krizsan,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
11366,With,,,,Dr.,de,,SPD,
11367,Jungmann,,,,,,,SPD,
1137,Hauff,,,,Dr.,,,SPD,
11372,Jungmann,,,,,,,SPD,
11375,Jungmann,,,,,,,SPD,
11396,Jungmann,,,,,,,SPD,
11488,Carstens,,,,,,,CDU/CSU,Emstek
11490,Riedl,,,,Dr.,,,CDU/CSU,München
11492,Schily,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
1150,Hauff,,,,Dr.,,,SPD,
11501,Kleinert,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Marburg
11503,Hauser,,,,,,,CDU/CSU,Krefeld
11508,Hauser,,,,,,,CDU/CSU,Krefeld
1151,Schily,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
11513,Kroll-Schlüter,,,,,,,CDU/CSU,
11515,Beck-Oberdorf,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
11517,Apel,,,,Dr.,,,SPD,
11525,Ehmke,,,,Dr.,,,SPD,Bonn
11527,Hauser,,,,,,,CDU/CSU,Krefeld
1153,Duve,,,,,,,SPD,
11533,Wissmann,,,,,,,CDU/CSU,
11535,Hinsken,,,,,,,CDU/CSU,
11539,Roth,,,,,,,SPD,
1154,Laufs,,,,Dr.,,,CDU/CSU,
11546,Krizsan,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
11548,Kittelmann,,,,,,,CDU/CSU,
11550,Gerstein,,,,,,,CDU/CSU,
11552,Lambsdorff,,,,Dr.,,Graf,FDP,
11573,Urbaniak,,,,,,,SPD,
11575,Urbaniak,,,,,,,SPD,
11590,Timm,weiblich,,,Dr.,,,SPD,
11596,Däubler-Gmelin,weiblich,,,Dr.,,,SPD,
11606,Urbaniak,,,,,,,SPD,
11627,Stiegler,,,,,,,SPD,
1163,Heiterkeit,,,,,,,,
1163,Schily,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
11634,Urbaniak,,,,,,,SPD,
1169,Stavenhagen,,,,Dr.,,,CDU/CSU,
117,Schäuble,,,,Dr.,,,CDU/CSU,
1171,Schily,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
11720,Wissmann,,,,,,,CDU/CSU,
11721,Hauser,,,,,,,CDU/CSU,Krefeld
11723,Hauser,,,,,,,CDU/CSU,Krefeld
11729,Kittelmann,,,,,,,CDU/CSU,
1173,Schily,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
11731,Kolb,,,,,,,CDU/CSU,
11736,Stratmann,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
11738,Ehrenberg,,,,Dr.,,,SPD,
11742,Stratmann,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
11744,Fuchs,weiblich,,,,,,SPD,Köln
11746,Kunz,,,,Dr.,,,CDU/CSU,Weiden
1175,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
11751,Stoltenberg,,,,Dr.,,,CDU/CSU,
11754,Kansy,,,,Dr.-Ing.,,,CDU/CSU,
11756,Glos,,,,,,,CDU/CSU,
11757,Kansy,,,,Dr.-Ing.,,,CDU/CSU,
11761,Cronenberg,,,,,,,FDP,Arnsberg
11763,Eigen,,,,,,,CDU/CSU,
11765,Eigen,,,,,,,CDU/CSU,
11767,Wissmann,,,,,,,CDU/CSU,
11769,Eigen,,,,,,,CDU/CSU,
1177,Eigen,,,,,,,CDU/CSU,
11771,Kittelmann,,,,,,,CDU/CSU,
11773,Roth,,,,,,,SPD,
11777,Carstensen,,,,,,,CDU/CSU,Nordstrand
11779,Wissmann,,,,,,,CDU/CSU,
11781,Stratmann,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
11783,Ehrenberg,,,,Dr.,,,SPD,
11785,Bötsch,,,,Dr.,,,CDU/CSU,
11787,Minister  Jochimsen,,,,Dr.,,,,
11789,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
1179,Schily,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
11792,Broll,,,,,,,CDU/CSU,
11794,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
11796,Fischer,weiblich,,,,,,CDU/CSU,
11797,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
11798,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
11800,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
11802,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
11804,Kittelmann,,,,,,,CDU/CSU,
11805,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
11807,Weiß,,,,,,,CDU/CSU,
11809,Duve,,,,,,,SPD,
11815,Schwenninger,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
11816,Schwenninger,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
11817,Duve,,,,,,,SPD,
11818,Roth,,,,,,,SPD,
11819,Reents,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
11821,Ehmke,,,,Dr.,,,SPD,Bonn
11823,Duve,,,,,,,SPD,
11825,Duve,,,,,,,SPD,
11827,Duve,,,,,,,SPD,
11829,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
1183,Würtz,,,,,,,SPD,
11833,Laufs,,,,Dr.,,,CDU/CSU,
11835,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
11837,Duve,,,,,,,SPD,
11840,Emmerlich,,,,Dr.,,,SPD,
11842,Broll,,,,,,,CDU/CSU,
11843,Olderog,,,,Dr.,,,CDU/CSU,
11847,Lattmann,,,,,,,CDU/CSU,
11848,Schily,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
11850,Schneider,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Berlin
11852,Broll,,,,,,,CDU/CSU,
11854,With,,,,Dr.,de,,SPD,
11857,Broll,,,,,,,CDU/CSU,
11858,Schily,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
11859,Wolfram,,,,,,,SPD,Recklinghausen
11861,Däubler-Gmelin,weiblich,,,Dr.,,,SPD,
11863,Schily,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
11867,Vogel,,,,Dr.,,,SPD,
11871,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
11873,Broll,,,,,,,CDU/CSU,
11878,Olderog,,,,Dr.,,,CDU/CSU,
11880,Minister  Schnoor,,,,Dr.,,,,
11882,Seiters,,,,,,,CDU/CSU,
11886,Kansy,,,,Dr.-Ing.,,,CDU/CSU,
11911,Roth,,,,,,,SPD,
11918,Zurufe  SPD,,,,,von der,,SPD,
11918,Krizsan,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
1192,Stratmann,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
11924,Krizsan,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
1193,Rumpf,,,,Dr.,,,FDP,
11933,With,,,,Dr.,de,,SPD,
11939,Krizsan,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
11945,Nöbel,,,,Dr.,,,SPD,
11952,Nöbel,,,,Dr.,,,SPD,
1196,Rumpf,,,,Dr.,,,FDP,
1197,Stratmann,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
11970,Nöbel,,,,Dr.,,,SPD,
12004,Schöfberger,,,,Dr.,,,SPD,
12088,Vollmer,weiblich,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
121,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
12101,Kolb,,,,,,,CDU/CSU,
12104,Ehmke,,,,Dr.,,,SPD,Bonn
12106,Broll,,,,,,,CDU/CSU,
12109,Klejdzinski,,,,Dr.,,,SPD,
12110,Fuchs,weiblich,,,,,,SPD,Köln
12112,Ehmke,,,,Dr.,,,SPD,Bonn
12116,Ehmke,,,,Dr.,,,SPD,Bonn
12118,Ehmke,,,,Dr.,,,SPD,Bonn
12120,Schwenninger,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
12125,Jannsen,,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
12131,Peter,,,,,,,SPD,Kassel
12132,Ehmke,,,,Dr.,,,SPD,Bonn
12133,Däubler-Gmelin,weiblich,,,Dr.,,,SPD,
12139,Fuchs,weiblich,,,,,,SPD,Köln
12141,Ehmke,,,,Dr.,,,SPD,Bonn
12155,Scheer,,,,Dr.,,,SPD,
12156,Olderog,,,,Dr.,,,CDU/CSU,
12159,Olderog,,,,Dr.,,,CDU/CSU,
12222,Sperling,,,,Dr.,,,SPD,
12235,Kansy,,,,Dr.-Ing.,,,CDU/CSU,
12238,Kansy,,,,Dr.-Ing.,,,CDU/CSU,
12240,Eigen,,,,,,,CDU/CSU,
12277,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
12279,Carstensen,,,,,,,CDU/CSU,Nordstrand
12281,Klein,,,,,,,CDU/CSU,München
12285,Diederich,,,,Dr.,,,SPD,Berlin
12287,Feilcke,,,,,,,CDU/CSU,
12289,Klein,,,,,,,CDU/CSU,München
12290,Burgmann,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
12291,Feilcke,,,,,,,CDU/CSU,
12293,Feilcke,,,,,,,CDU/CSU,
12295,Ehmke,,,,Dr.,,,SPD,Bonn
12297,Diederich,,,,Dr.,,,SPD,Berlin
12299,Diederich,,,,Dr.,,,SPD,Berlin
12301,Lintner,,,,,,,CDU/CSU,
12303,Werner,,,,,,,CDU/CSU,
12305,Schneider,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Berlin
12307,Reddemann,,,,,,,CDU/CSU,
12308,Werner,,,,,,,CDU/CSU,
12309,Reddemann,,,,,,,CDU/CSU,
12314,Vogel,,,,Dr.,,,SPD,
12315,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
12317,Gansel,,,,,,,SPD,
12319,Eigen,,,,,,,CDU/CSU,
1232,Schmitt,,,,,,,SPD,Wiesbaden
12323,Eigen,,,,,,,CDU/CSU,
12325,Marx,,,,Dr.,,,CDU/CSU,
12326,Fischer,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
12328,Vogt,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Kaiserslautern
12332,Dregger,,,,Dr.,,,CDU/CSU,
12333,Schwenninger,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
12334,Dregger,,,,Dr.,,,CDU/CSU,
12336,Vogel,,,,Dr.,,,SPD,
12351,Berger,,,,,,,CDU/CSU,Berg
12378,Berger,,,,,,,CDU/CSU,Berg
12406,Weyel,weiblich,,,,,,SPD,
12417,Weyel,weiblich,,,,,,SPD,
12440,Werner,,,,,,,CDU/CSU,
12455,Vollmer,weiblich,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
12458,Vollmer,weiblich,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
12461,Nickels,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
12484,Werner,,,,,,,CDU/CSU,
12494,Pfeffermann,,,,,,,CDU/CSU,
12507,Pfeffermann,,,,,,,CDU/CSU,
12509,Hürland,weiblich,,,,,,CDU/CSU,
12527,Pfeffermann,,,,,,,CDU/CSU,
1258,Eigen,,,,,,,CDU/CSU,
12603,Roth,,,,,,,SPD,
