RB_ID,KO_Name
2205,GRÜNEN – Joachim Poß [SPD]
2205,Michael Grosse-Brömer [CDU/CSU]
2205,Westerwelle [FDP]
2205, Leo Dautzenberg [CDU/CSU]
2205,Koczy [BÜNDNIS 90/DIE GRÜNEN]
2205,Koppelin [FDP]
2205,Pieper [FDP]
2205,Jörg Tauss [SPD]
2205,Dr. h. c. Gerd Andres [SPD]
2205,Tauss [SPD]
2205,Andres [SPD]
2205,Kuhn [BÜNDNIS 90/DIE GRÜNEN]
2205,Dr. Peter Struck [SPD]
2205,Mechthild Rawert [SPD]
2205,Markus Grübel [CDU/CSU]
2205,Heike Hänsel [DIE LINKE]
2205,Joachim Poß [SPD]
2205,passiert hier öfter! – Ute Kumpf [SPD]
2205,Swen Schulz [Spandau] [SPD]
2205,born] [BÜNDNIS 90/DIE GRÜNEN]
2205,Joachim Poß [SPD]
2205,Thomas Oppermann [SPD]
2205,Dr. Dieter Wiefelspütz [SPD]
2205,Dr. Diether Dehm [DIE LINKE]
2205,per! – Sevim Dağdelen [DIE LINKE]
2205,Danckert [SPD]
2205,Enkelmann [DIE LINKE]
2205,Lintner [CDU/CSU]
2205,Axel Schäfer [Bochum] [SPD]
2205,neten der SPD – Carl-Ludwig Thiele [FDP]
2205,Sönksen [FDP]
2205,Oppermann [SPD]
2205, Otto Fricke [FDP]
2205,Kauder [CDU/CSU]
2205,Oppermann [SPD]
2205,Hendricks [SPD]
2205,Jürgen Trittin [BÜNDNIS 90/DIE GRÜNEN]
2205,Jürgen Trittin [BÜNDNIS 90/DIE GRÜNEN]
2205, Es ist eiskalt! – Elke Ferner [SPD]
2205,Jürgen Trittin [BÜNDNIS 90/DIE GRÜNEN]
2205,Trittin [BÜNDNIS 90/DIE GRÜNEN]
2205,Volker Kauder [CDU/CDU]
2205,Enkelmann [DIE LINKE]
2205,LINKEN – Nicolette Kressl [SPD]
2205,Dr. Dagmar Enkelmann [DIE LINKE]
2205,Ulrich Kelber [SPD]
2205,Dr. Dagmar Enkelmann [DIE LINKE]
2205,Kauder [CDU/CSU]
2205,Thomas Oppermann [SPD]
2205,Heil [Peine] [SPD]
2205,neten der FDP – Ute Kumpf [SPD]
2205,Dr. Dagmar Enkelmann [DIE LINKE]
2205,Thomas Oppermann [SPD]
2205,Joachim Poß [SPD]
2205,Liebich [DIE LINKE]
2205,Michael Grosse-Brömer [CDU/CSU]
2205,Jörg van Essen [FDP]
2205,Bartol [SPD]
2205,Dr. Dagmar Enkelmann [DIE LINKE]
2205,Dr. h. c. Hans Michelbach [CDU/CSU]
2205,das reicht nicht!  Elke Ferner [SPD]
2205,Homburger [FDP]
2205,Barthle [CDU/CSU]
2205,Kauder [CDU/CSU]
2205,der FDP – Ulrich Kelber [SPD]
2205,Schirmbeck [CDU/CSU]
2205,Dr. Dagmar Enkelmann [DIE LINKE]
2205,Sigmar Gabriel [SPD]
2205,KEN – Alexander Süßmair [DIE LINKE]
2205,Volker Kauder [CDU/CSU]
2205,LINKEN – Alexander Ulrich [DIE LINKE]
2205,Hubertus Heil [Peine] [SPD]
2205,NIS 90/DIE GRÜNEN – Joachim Poß [SPD]
2205,nang] [SPD]
2205,Jürgen Trittin [BÜNDNIS 90/DIE GRÜNEN]
2205,Sigmar Gabriel [SPD]
2205,dung! – Agnes Alpers [DIE LINKE]
2205,Altmaier [CDU/CSU]
2205,Poland [CDU/CSU]
2205,Dr. Axel Troost [DIE LINKE]
2205,Koppelin [FDP]
2205,Dr. Dagmar Enkelmann [DIE LINKE]
2205,Dr. Dagmar Enkelmann [DIE LINKE]
2205,dau] [SPD]
2205,Andreae [BÜNDNIS 90/DIE GRÜNEN]
2205,Dautzenberg [CDU/CSU]
2205,Leibrecht [FDP]
2205,Dr. Hans-Peter Friedrich [Hof] [CDU/CSU]
2205,Jürgen Trittin [BÜNDNIS 90/DIE GRÜNEN]
2205,Jürgen Trittin [BÜNDNIS 90/DIE GRÜNEN]
2205,und der FDP – Volker Kauder [CDU/CSU]
2205,Hubertus Heil [Peine] [SPD]
2205,den! – Hans-Joachim Hacker [SPD]
2205,Hempelmann [SPD]
2205,Oppermann [SPD]
2205,GRÜNEN – Joachim Poß [SPD]
2205,Kumpf [SPD]
2205,GRÜNEN – Frank Hofmann [Volkach] [SPD]
2205,Dr. Martin Neumann [Lausitz] [FDP]
2205,Dr. Diether Dehm [DIE LINKE]
2205,Kauder [CDU/CSU]
2205,NEN] – Jörg van Essen [FDP]
2205,Kirsten Lühmann [SPD]
2205,Jürgen Trittin [BÜNDNIS 90/DIE GRÜNEN]
2205, Heinz Lanfermann [FDP]
2205,mal gut! – Volker Kauder [CDU/CSU]
2205,LINKEN – Thomas Oppermann [SPD]
2205,Kalb [CDU/CSU]
2205,GRÜNEN – Bartholomäus Kalb [CDU/CSU]
2205,Dr. Frank-Walter Steinmeier [SPD]
2205,Anton Schaaf [SPD]
2205,Kuhn [BÜNDNIS 90/DIE GRÜNEN]
2205,Dr. Gesine Lötzsch [DIE LINKE]
2205,Michael Groschek [SPD]
2205,lich! – Volker Kauder [CDU/CSU]
2205,Dr. Hans-Peter Friedrich [Hof] [CDU/CSU]
2205,Dr. Hans-Peter Friedrich [Hof] [CDU/CSU]
2205,Hänsel [DIE LINKE]
2205,Dr. h. c. Susanne Kastner [SPD]
2205,der SPD – Swen Schulz [Spandau] [SPD]
2205,Roderich Kiesewetter [CDU/CSU]
2205,Uta Zapf [SPD]
2205,Hubertus Heil [Peine] [SPD]
2205,neten der FDP – Elke Ferner [SPD]
2205,Dr. Dagmar Enkelmann [DIE LINKE]
2205,rich [Hof] [CDU/CSU]
2205,der CDU/CSU – Hubertus Heil [Peine] [SPD]
2205,LINKEN – Wolfgang Gehrcke [DIE LINKE]
2205,Dr. Dagmar Enkelmann [DIE LINKE]
2205,Christian Lange [Backnang] [SPD]
2205, Volker Kauder [CDU/CSU]
2205,Matthias W. Birkwald [DIE LINKE]
2205,Sigmar Gabriel [SPD]
2205,Sönke Rix [SPD]
2205,Dr. Ernst Dieter Rossmann [SPD]
2205,Dr. Frank-Walter Steinmeier [SPD]
2205,Enkelmann [DIE LINKE]
2205,Dr. Petra Sitte [DIE LINKE]
2205,KEN – Heiner Kamp [FDP]
2205,Kasan [FDP]
2205,Meister [CDU/CSU]
2205,Gustav Herzog [SPD]
2205,Lindner [Berlin] [FDP]
2205, Sigmar Gabriel [SPD]
2205,Thomas Oppermann [SPD]
2205,Johannes Kahrs [SPD]
2205,Thomas Oppermann [SPD]
2205,Swen Schulz [Spandau] [SPD]
2205,nang] [SPD]
2205,Klaus Ernst [DIE LINKE]
2205,Krankheit! – Bartholomäus Kalb [CDU/CSU]
2205, Thomas Oppermann [SPD]
2205,DIE GRÜNEN – René Röspel [SPD]
2205,Heil [Peine] [SPD]
2205,Volker Kauder [CDU/CSU]
2205,Dr. Dagmar Enkelmann [DIE LINKE]
2205,Barthle [CDU/CSU]
2205,chen bei der SPD – Gustav Herzog [SPD]
2205,Gleicke [SPD]
2205,Peter Uhl [CDU/CSU]
2205,Jens Spahn [CDU/CSU]
2205,Beck [Köln] [BÜNDNIS 90/DIE GRÜNEN]
2205,Sigmar Gabriel [SPD]
2205,Hartwig Fischer [Göttingen] [CDU/CSU]
2205,Kelber [SPD]
2205,Jörg van Essen [FDP]
2205,Haßelmann [BÜNDNIS 90/DIE GRÜNEN]
2205,Trittin [BÜNDNIS 90/DIE GRÜNEN]
2205,Martin Dörmann [SPD]
2205,der CDU/CSU – Ulrich Kelber [SPD]
2205,eben auch! – Daniela Kolbe [Leipzig] [SPD]
2205,der CDU/CSU – Ulrich Kelber [SPD]
2205,Klaus-Peter Flosbach [CDU/CSU]
2205,Kauder [CDU/CSU]
2205,bert Barthle [CDU/CSU]
2205,NEN] – Dr. Martin Lindner [Berlin] [FDP]
2205,Bärbel Höhn [BÜNDNIS 90/DIE GRÜNEN]
2205,Volker Kauder [CDU/CSU]
2205,der CDU/CSU – Elke Ferner [SPD]
2205,Dr. Barbara Hendricks [SPD]
2205,Bettina Hagedorn [SPD]
2205, Oh! – Rainer Brüderle [FDP]
2205,Ulrich Kelber [SPD]
2205,tionsvertrag? – Ulrich Kelber [SPD]
2205,Jürgen Trittin [BÜNDNIS 90/DIE GRÜNEN]
2205,LINKEN – Jimmy Schulz [FDP]
2205,Patrick Meinhardt [FDP]
2205,Schäfer [Bochum] [SPD]
2205,der CDU/CSU – René Röspel [SPD]
2205,Hartwig Fischer [Göttingen] [CDU/CSU]
2205,nang] [SPD]
2205,DIE GRÜNEN – Patrick Döring [FDP]
2205,Steinmeier [SPD]
2205, Holger Krestel [FDP]
2205,ckernheim] [SPD]
2205,Schweickert [FDP]
2205, Georg Schirmbeck [CDU/CSU]
2205,der FDP – Elke Ferner [SPD]
2205,Ulrich Kelber [SPD]
2205,Dr. Dagmar Enkelmann [DIE LINKE]
2205,Spahn [CDU/CSU]
2205,langen] [CDU/CSU]
2205,lin] [FDP]
2205,Hasselfeldt [CDU/CSU]
2205,Thomas Oppermann [SPD]
2205,Hans-Michael Goldmann [FDP]
2205,Dr. Dagmar Enkelmann [DIE LINKE]
2205,Grindel [CDU/CSU]
2205, Dr. Dagmar Enkelmann [DIE LINKE]
2205,Jürgen Trittin [BÜNDNIS 90/DIE GRÜNEN]
2205,Hubertus Heil [Peine] [SPD]
2205,Philipp [CDU/CSU]
2205,der FDP – Dr. Dieter Wiefelspütz [SPD]
2205,Florian Hahn [CDU/CSU]
2205,Patrick Döring [FDP]
2205,Alexander Ulrich [DIE LINKE]
2205,GRÜNEN – Dr. Erik Schweickert [FDP]
2205,der LINKEN – Volker Kauder [CDU/CSU]
2205,Volker Kauder [CDU/CSU]
2206,gen] [CDU/CSU]
2206,Joachim Poß [SPD]
2206,Heike Hänsel [DIE LINKE]
2206,Dr. Martin Lindner [Berlin] [FDP]
2206,Gustav Herzog [SPD]
2206,Petra Merkel [Berlin] [SPD]
2206,der CDU/CSU – Florian Pronold [SPD]
2206,Oh! – Rainer Brüderle [FDP]
2206,Dr. Dagmar Enkelmann [DIE LINKE]
2206,Jürgen Trittin [BÜNDNIS 90/DIE GRÜNEN]
2206,Joachim Poß [SPD]
2206,Enkelmann [DIE LINKE]
2206,Anette Kramme [SPD]
2206,Sönke Rix [SPD]
2206,Enkelmann [DIE LINKE]
2206,Scheelen [SPD]
2206,Jürgen Trittin [BÜNDNIS 90/DIE GRÜNEN]
2206,lingen-Schwenningen] [CDU/CSU]
2206,Kauder [CDU/CSU]
2206,Peter Willsch [CDU/CSU]
2206,Gleicke [SPD]
2206,Dr. Carsten Sieling [SPD]
2206,Ulrich Kelber [SPD]
2206,Trittin [BÜNDNIS 90/DIE GRÜNEN]
2206,der FDP – Mechthild Rawert [SPD]
2206,Otto Fricke [FDP]
2206,Dr. Stefan Ruppert [FDP]
2206,Norbert Schindler [CDU/CSU]
2206, Peer Steinbrück [SPD]
2206,Dr. Peter Tauber [CDU/CSU]
2206,Mützenich [SPD]
2206, Iris Gleicke [SPD]
2206,Christian Lange [Backnang) [SPD]
2206,Alexander Ulrich [DIE LINKE]
2206,Ulrich Kelber [SPD]
2206,Bernhard Kaster [CDU/CSU]
2206,Manfred Zöllmer [SPD]
2206, Ulrich Kelber [SPD]
2206,Kelber [SPD]
2206,Krischer [BÜNDNIS 90/DIE GRÜNEN]
2206,Manfred Zöllmer [SPD]
2206,Angelika Graf [Rosenheim] [SPD]
2206,Neumann [Lausitz] [FDP]
2206,regierung? – Hubertus Heil [Peine] [SPD]
2206,"Ton, Sascha! – Manfred Grund [CDU/CSU]"
2206,Dr. Dagmar Enkelmann [DIE LINKE]
2206,Henke [CDU/CSU]
2206,und bei der SPD – Holger Krestel [FDP]
2206,Dr. Dagmar Enkelmann [DIE LINKE]
2206,GRÜNEN – Joachim Spatz [FDP]
2206,Florian Pronold [SPD]
2206,Ende! – Rainer Arnold [SPD]
2206,der CDU/CSU – Ulrich Kelber [SPD]
2206,Volker Kauder [CDU/CSU]
2206,Bernd Scheelen [SPD]
2206,Künast [BÜNDNIS 90/DIE GRÜNEN]
2206,Kelber [SPD]
2206,der CDU/CSU – Thomas Oppermann [SPD]
2206,Dr. Stefan Ruppert [FDP]
2206,neten der SPD – Patrick Döring [FDP]
2206,Künast [BÜNDNIS 90/DIE GRÜNEN]
2206,Jürgen Trittin [BÜNDNIS 90/DIE GRÜNEN]
2206,Patrick Döring [FDP]
2206,DIE GRÜNEN – Henning Otte [CDU/CSU]
2206,LINKEN – Volker Kauder [CDU/CSU]
2206,Michael Grosse-Brömer [CDU/CSU]
2206,Volker Kauder [CDU/CSU]
2206,Eckardt [BÜNDNIS 90/DIE GRÜNEN]
2206,Dr. Bärbel Kofler [SPD]
2206,Volker Kauder [CDU/CSU]
2206,Clemens Binninger [CDU/CSU]
2206,Tankred Schipanski [CDU/CSU]
2206,Manfred Grund [CDU/CSU]
2206,Alexander Ulrich [DIE LINKE]
2206,Oh! – Volker Kauder [CDU/CSU]
2206,Brömer [CDU/CSU]
2206,neten der SPD – Klaus Ernst [DIE LINKE]
2206,Brömer [CDU/CSU]
2206,Grosse-Brömer [CDU/CSU]
2206,Brömer [CDU/CSU]
2206,Schockenhoff [CDU/CSU]
2206,Volker Kauder [CDU/CSU]
2206,Kathrin Vogler [DIE LINKE]
2206,Oppermann [SPD]
2206, Christine Lambrecht [SPD]
2206,Eckardt [BÜNDNIS 90/DIE GRÜNEN]
2206,der SPD – Dr. Diether Dehm [DIE LINKE]
2206,Michael Grosse-Brömer [CDU/CSU]
2206,Beck [Köln] [BÜNDNIS 90/DIE GRÜNEN]
2206,Kauder [CDU/CSU]
2206,Schummer [CDU/CSU]
2206,Kindler [BÜNDNIS 90/DIE GRÜNEN]
2206,Weiss [Wesel I] [CDU/CSU]
2206,Volker Kauder [CDU/CSU]
2206,Wilms [BÜNDNIS 90/DIE GRÜNEN]
2206,so! – Alexander Ulrich [DIE LINKE]
2206,Bärbel Höhn [BÜNDNIS 90/DIE GRÜNEN]
2206,Spahn [CDU/CSU]
2206,Krischer [BÜNDNIS 90/DIE GRÜNEN]
2206,Rossmann [SPD]
2206,Matthias W. Birkwald [DIE LINKE]
2206,Henning Otte [CDU/CSU]
2206,Brömer [CDU/CSU]
2206,Veit [SPD]
2206,SPD – Swen Schulz [Spandau] [SPD]
2206,Bettina Hagedorn [SPD]
2206,Dr. Michael Fuchs [CDU/CSU]
2206,Volker Kauder [CDU/CSU]
2206,Birkwald [DIE LINKE]
2206,Birkwald [DIE LINKE]
2206,Zimmermann [DIE LINKE]
2206,Oppermann [SPD]
2206,Brömer [CDU/CSU]
2206,Brömer [CDU/CSU]
2206,lich! – Michael Grosse-Brömer [CDU/CSU]
2206,Rehberg [CDU/CSU]
2206,Schipanski [CDU/CSU]
2206,GRÜNEN – Norbert Barthle [CDU/CSU]
2206,dentin! – Volker Kauder [CDU/CSU]
2206,Krischer [BÜNDNIS 90/DIE GRÜNEN]
2206,Gehring [BÜNDNIS 90/DIE GRÜNEN]
2206,Grosse-Brömer [CDU/CSU]
2206,Haßelmann [BÜNDNIS 90/DIE GRÜNEN]
2206,der CDU/CSU – Thomas Oppermann [SPD]
2207,Gustav Herzog [SPD]
2207,Dr. h. c. Hans Michelbach [CDU/CSU]
2207,Wunderlich [DIE LINKE]
2207,Ernst [DIE LINKE]
2207,Volker Kauder [CDU/CSU]
2207,Wawzyniak [DIE LINKE]
2207,Volker Kauder [CDU/CSU]
2207,Gunther Krichbaum [CDU/CSU]
2207,falsch! – Johannes Kahrs [SPD]
2207,Brömer [CDU/CSU]
2207,Matthias W. Birkwald [DIE LINKE]
2207,Brömer [CDU/CSU]
2207,Dr. Thomas Feist [CDU/CSU]
2207,neten der SPD – Michaela Noll [CDU/CSU]
2207,Brömer [CDU/CSU]
2207,Höhn [BÜNDNIS 90/DIE GRÜNEN]
2207,Grundrechte! – Ulla Jelpke [DIE LINKE]
2207,Stockhofe [CDU/CSU]
2207,Uwe Schummer [CDU/CSU]
2207, Michael Brand [CDU/CSU]
2208,Brömer [CDU/CSU]
2208,Fischer! – Manfred Grund [CDU/CSU]
2208,Brömer [CDU/CSU]
2208,Heike Hänsel [DIE LINKE]
2208,Rawert [SPD]
2208,Hofreiter [BÜNDNIS 90/DIE GRÜNEN]
2208,Alexander Ulrich [DIE LINKE]
2208,Jörn Wunderlich [DIE LINKE]
2208,Brömer [CDU/CSU]
2208,Rix [SPD]
2208,Haßelmann [BÜNDNIS 90/DIE GRÜNEN]
2208,Brömer [CDU/CSU]
2208,Grosse-Brömer [CDU/CSU]
2208,Künast [BÜNDNIS 90/DIE GRÜNEN]
2208,LINKE] – Andrej Hunko [DIE LINKE]
2208,Michael Grosse-Brömer [CDU/CSU]
2208,Beck [Köln] [BÜNDNIS 90/DIE GRÜNEN]
2208,Oppermann [SPD]
2208,neten der SPD – Dr. Petra Sitte [DIE LINKE]
2208,Dr. Ernst Dieter Rossmann [SPD]
2208,Schwabe [SPD]
2208,Frank Schwabe [SPD]
2208,Straubinger [CDU/CSU]
2208,Straubinger [CDU/CSU]
2208,Klaus Ernst [DIE LINKE]
2208,Michael Grosse-Brömer [CDU/CSU]
2208,Hubertus Heil [Peine] [SPD]
2208,CSU] – Dr. Petra Sitte [DIE LINKE]
2208,LINKE] – Pia Zimmermann [DIE LINKE]
2208,Brömer [CDU/CSU]
2208,Christine Buchholz [DIE LINKE]
2208,Michael Grosse-Brömer [CDU/CSU]
2208,Dr. Karl Lauterbach [SPD]
2208,Hahn [DIE LINKE]
2208,Mechthild Rawert [SPD]
2208,sel I] [CDU/CSU]
2208,Andreas Mattfeldt [CDU/CSU]
2208,Oppermann [SPD]
2208,Hubertus Heil (Peine) [SPD]
2208,Martin Dörmann [SPD]
2208,Harald Weinberg [DIE LINKE]
2208,Dr . Michael Fuchs [CDU/CSU]
2208,GRÜNEN] – Mechthild Rawert [SPD]
2208,Wilms [BÜNDNIS 90/DIE GRÜNEN]
2209,Michael Grosse-Brömer [CDU/CSU]
2209,Hänsel [DIE LINKE]
2209,Oppermann [SPD]
2209,Birkwald [DIE LINKE]
2209,Dr . Matthias Heider [CDU/CSU]
2209,Sabine Weiss (Wesel I) [CDU/CSU]
2209,Volker Kauder [CDU/CSU]
2209,Harald Petzold (Havelland) [DIE LINKE]
2209,Maik Beermann [CDU/CSU]
2209,Grosse-Brömer [CDU/CSU]
2209,Johannes Kahrs [SPD]
2209,Eckhardt Rehberg [CDU/CSU]
2210,Steffi Lemke [BÜNDNIS 90/DIE GRÜNEN]
2210,Jürgen Trittin [BÜNDNIS 90/DIE GRÜNEN]
2210,Dr . Kirsten Tackmann [DIE LINKE]
2210,Trittin [BÜNDNIS 90/DIE GRÜNEN]
2210,der SPD – Thomas Oppermann [SPD]
2210,ist! – Michael Grosse-Brömer [CDU/CSU]
2210,Volker Kauder [CDU/CSU]
2210,Grosse-Brömer [CDU/CSU]
2210,Albert Rupprecht [CDU/CSU]
2210,delberg] [SPD]
2210,Wilms [BÜNDNIS 90/DIE GRÜNEN]
2210,Dr . Dietmar Bartsch [DIE LINKE]
2210,sel I] [CDU/CSU]
2210,sel I] [CDU/CSU]
2210,CSU] – Volker Kauder [CDU/CSU]
2210,Bartsch [DIE LINKE]
2210,Michael Grosse-Brömer [CDU/CSU]
2210,Eckardt [BÜNDNIS 90/DIE GRÜNEN]
2210,Michael Grosse-Brömer [CDU/CSU]
2210,Volker Kauder [CDU/CSU]
2210,der CDU/CSU – Ulli Nissen [SPD]
2210,Mechthild Rawert [SPD]
2210,Was? – Michael Grosse-Brömer [CDU/CSU]
2210,Behrens [DIE LINKE] – Sören Bartol [SPD]
2210,Volker Kauder [CDU/CSU]
2210,Eckardt [BÜNDNIS 90/DIE GRÜNEN]
2210,Volker Kauder [CDU/CSU]
2210,Eckardt [BÜNDNIS 90/DIE GRÜNEN]
2210,Birkwald [DIE LINKE]
2210,Schublade! – Gustav Herzog [SPD]
2210,burg] [BÜNDNIS 90/DIE GRÜNEN]
2210,Frank Tempel [DIE LINKE]
2211,Kauder [CDU/CSU]
2211,Haßelmann [BÜNDNIS 90/DIE GRÜNEN]
2211,Notz [BÜNDNIS 90/DIE GRÜNEN]
2211,Fechner [SPD]
2211,Wunderlich [DIE LINKE]
2211,Kai Gehring [BÜNDNIS 90/DIE GRÜNEN]
2211,Michelbach [CDU/CSU]
2211,KEN – Volker Kauder [CDU/CSU]
2211,Möring [CDU/CSU]
2211,arden bei uns! – Heike Hänsel [DIE LINKE]
2211,Hubertus Heil [Peine] [SPD]
2211,W . Birkwald [DIE LINKE]
2211,Brömer [CDU/CSU]
2211,Michael Grosse-Brömer [CDU/CSU]
2211,gen! – Sören Bartol [SPD]
2211,Bulling-Schröter [DIE LINKE]
2211,Gastel [BÜNDNIS 90/DIE GRÜNEN]
2211,Diaby [SPD]
2211, Immerhin! – Marcus Held [SPD]
2211,Michael Grosse-Brömer [CDU/CSU]
2211,Lazar [BÜNDNIS 90/DIE GRÜNEN]
2211,Abg . Dr . Karamba Diaby [SPD]
2211,Michael Grosse-Brömer [CDU/CSU]
2211,doch! – Burkhard Lischka [SPD]
2211,Nüßlein [CDU/CSU]
2211,Gegenruf der Abg . Dagmar Ziegler [SPD]
2211,Volker Kauder [CDU/CSU]
2211,Bartsch [DIE LINKE]
2211,Brömer [CDU/CSU]
2211,Grund! – Johannes Kahrs [SPD]
2211,Hagedorn [SPD]
2211,Karin Binder [DIE LINKE]
2211,Kerstin Griese [SPD]
2211, Volker Kauder [CDU/CSU]
2211,Grosse-Brömer [CDU/CSU]
2211,Michael Grosse-Brömer [CDU/CSU]
2211,Beck [Köln] [BÜNDNIS 90/DIE GRÜNEN]
2211,Gitta Connemann [CDU/CSU]
2211,CSU – Christian Petry [SPD]
2211,kurz! – Kathrin Vogler [DIE LINKE]
2211,Volker Kauder [CDU/CSU]
2211,Irene Mihalic [BÜNDNIS 90/DIE GRÜNEN]
2211,Matthias W . Birkwald [DIE LINKE]
2211,Hagedorn [SPD]
2211,Maas! – Dr . Volker Ullrich [CDU/CSU]
2211,Lemke [BÜNDNIS 90/DIE GRÜNEN]
2211,Eckardt [BÜNDNIS 90/DIE GRÜNEN]
2211,Krischer [BÜNDNIS 90/DIE GRÜNEN]
2211,Manfred Grund [CDU/CSU]
2211,Lengsfeld [CDU/CSU]
2211,Krischer [BÜNDNIS 90/DIE GRÜNEN]
2211," Ja, gerne! – Willi Brase [SPD]"
2211,Ingo Gädechens [CDU/CSU]
2211,Reiner Meier [CDU/CSU]
2211,Brömer [CDU/CSU]
2211,Matthias W . Birkwald [DIE LINKE]
2211,Wilfried Lorenz [CDU/CSU]
2211,Grosse-Brömer [CDU/CSU]
2211,Fechner [SPD]
2211,Manfred Grund [CDU/CSU]
2212,Sören Bartol [SPD]
2212,Harald Ebner [BÜNDNIS 90/DIE GRÜNEN]
2212,Schmeink [BÜNDNIS 90/DIE GRÜNEN]
2212,Sönke Rix [SPD]
2212,Straubinger [CDU/CSU]
2212,Brömer [CDU/CSU]
2212,Haßelmann [BÜNDNIS 90/DIE GRÜNEN]
2212,GRÜNEN] – Heike Hänsel [DIE LINKE]
2212,Birkwald [DIE LINKE]
2212,Christian Lindner [FDP]
2212,Alexander Gauland [AfD]
2212,Brömer [CDU/CSU]
2212,Oh! – Michael Grosse-Brömer [CDU/CSU]
2212,mer [CDU/CSU]
2212,ker Kauder [CDU/CSU]
2212,dazu! – Dr . Marco Buschmann [FDP]
2212,der CDU/CSU – Christian Dürr [FDP]
2213,Birkwald [DIE LINKE]
2213,Dr . Alexander Gauland [AfD]
2213,AfD – Michael Grosse-Brömer [CDU/CSU]
2213,Schön [CDU/CSU] – Ulli Nissen [SPD]
2213,Dröge [BÜNDNIS 90/DIE GRÜNEN]
2213,Dobrindt [CDU/CSU]
2213,mann [FDP]
2213,zeigt – Volker Kauder [CDU/CSU]
2213,Hitschler [SPD]
2213,Brömer [CDU/CSU]
2213,Grund [CDU/CSU]
2213,ten der CDU/CSU – Dr . Alice Weidel [AfD]
2213,Braun [AfD]
2213,Marianne Schieder [SPD]
2213,FDP – Armin-Paulus Hampel [AfD]
2213,Unfug? – Dr . Daniela De Ridder [SPD]
2213,Niema Movassat [DIE LINKE]
2213,CDU/CSU – Dr . Alice Weidel [AfD]
2213,gen] [CDU/CSU]
2213,Dr . Alice Weidel [AfD]
2213,Jürgen Braun [AfD]
2213,vorher informiert! – Dr . Alice Weidel [AfD]
2213,Zimmer [CDU/CSU]
2213,der SPD – Heike Hänsel [DIE LINKE]
2213,Weidel [AfD]
2213,Dr . Marco Buschmann [FDP]
2213,Braun [AfD]
2213,GRÜNEN – Jürgen Braun [AfD]
2213,von Storch [AfD]
2213,Norbert Müller [Potsdam] [DIE LINKE]
2213,Lindner [FDP]
2213,Grosse-Brömer [CDU/CSU]
2213,mer [CDU/CSU]
2213,KEN – Michael Grosse-Brömer [CDU/CSU]
2213,der SPD – Burkhard Lischka [SPD]
2213,Braun [AfD]
2213,Kahrs [SPD]
2213,leisten kann? – Dr . Alice Weidel [AfD]
2213,Braun [AfD]
2213,Kersten Steinke [DIE LINKE]
2213,Michael Grosse-Brömer [CDU/CSU]
2213,Braun [AfD]
2213, Hat er! – Lars Herrmann [AfD]
2213,Schneider [Erfurt] [SPD]
2213,Michael Grosse-Brömer [CDU/CSU]
2213,Christian Lindner [FDP]
2213,dam] [DIE LINKE]
2213,der CDU/CSU – Ulli Nissen [SPD]
2213,Dr . Marie- Agnes Strack-Zimmermann [FDP]
2213,Andrea Nahles [SPD]
2213,tisch! – Dr. Roy Kühne [CDU/CSU]
2213,Blödsinn! – Johannes Kahrs [SPD]
2213,Haßelmann [BÜNDNIS 90/DIE GRÜNEN]
2213,Nüßlein [CDU/CSU]
2213,dingen] [CDU/CSU]
2213,Aschenberg- Dugnus [FDP]
2213,Brömer [CDU/CSU]
2213,lar] [SPD]
2213,DIE GRÜNEN – Andrea Nahles [SPD]
2213,Abg . Michael Grosse-Brömer [CDU/CSU]
2213,furt] [SPD]
2213,Graf Lambsdorff [FDP]
2213,Grosse-Brömer [CDU/CSU]
2213,Konstantin Kuhle [FDP]
2213,Lemke [BÜNDNIS 90/DIE GRÜNEN]
2213,mer [CDU/CSU]
2213,Jürgen Braun [AfD]
2213,Jürgen Braun [AfD]
2213,Birkwald [DIE LINKE]
2213,Cotar [AfD]
2213,Hocker [FDP]
2213,zen! – Martin Hebner [AfD]
2213,gen] [CDU/CSU]
2213,Haßelmann [BÜNDNIS 90/DIE GRÜNEN]
2213,Maag [CDU/CSU] – Andrea Nahles [SPD]
2213,Haßelmann [BÜNDNIS 90/DIE GRÜNEN]
2213,tur! – Daniela Ludwig [CDU/CSU]
2213,Braun [AfD]
2213,Dobrindt [CDU/CSU]
2213,ordneten der SPD – Stephan Brandner [AfD]
2213,er [SPD]
2213,ist das! – Nicole Gohlke [DIE LINKE]
2213,Clemens Hocker [FDP]
2213,Haßelmann [BÜNDNIS 90/DIE GRÜNEN]
2213,Dr. Johannes Fechner [SPD]
2213,Christian Dürr [FDP]
2213,Michael Grosse-Brömer [CDU/CSU]
2213,bingen] [BÜNDNIS 90/DIE GRÜNEN]
2213,DIE GRÜNEN – Marianne Schieder [SPD]
2213,Haßelmann [BÜNDNIS 90/DIE GRÜNEN]
2213,Michael Theurer [FDP]
2213,Keul [BÜNDNIS 90/DIE GRÜNEN]
2213,Dr . Volker Ullrich [CDU/CSU]
2213,Brömer [CDU/CSU]
2213,Aschenberg-Dugnus [FDP]
2213,werden! – Dr . Marco Buschmann [FDP]
2213,heit! – Dr . Alexander Gauland [AfD]
2213,Brömer [CDU/CSU]
2213,der CDU/CSU – Dr. Alice Weidel [AfD]
2213,furt] [SPD]
